age, workclass, education, marital-status, occupation, relationship, race, sex, hours-per-week, country, salary
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male, 52, United-States, >50K
67, ?, HS-grad, Widowed, ?, Unmarried, White, Male, 3, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, White, Female, 24, United-States, <=50K
23, Private, 10th, Never-married, Craft-repair, Own-child, Black, Female, 40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female, 45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 50, United-States, >50K
60, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, 35, United-States, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, 55, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 40, United-States, <=50K
45, State-gov, Assoc-voc, Divorced, Tech-support, Unmarried, White, Female, 40, United-States, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, 45, United-States, >50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male, 27, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male, 40, United-States, <=50K
21, ?, Some-college, Never-married, ?, Own-child, White, Male, 50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 55, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, 40, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female, 25, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, 30, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male, 45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
74, Private, Prof-school, Widowed, Adm-clerical, Not-in-family, Black, Female, 20, United-States, <=50K
27, Private, 5th-6th, Never-married, Transport-moving, Not-in-family, White, Male, 40, Mexico, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, >50K
25, Private, Masters, Never-married, Sales, Not-in-family, White, Male, 20, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 60, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female, 40, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, >50K
45, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, 70, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
34, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male, 40, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male, 60, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, <=50K
42, Federal-gov, 11th, Never-married, Tech-support, Not-in-family, White, Male, 40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
40, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female, 20, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 60, United-States, >50K
66, ?, 11th, Never-married, ?, Not-in-family, White, Male, 30, United-States, <=50K
52, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, 15, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, 40, United-States, >50K
52, ?, Assoc-voc, Married-civ-spouse, ?, Husband, White, Male, 50, United-States, >50K
28, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Female, 40, ?, <=50K
27, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
42, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, 50, United-States, <=50K
27, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female, 45, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, 40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female, 25, Nicaragua, <=50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male, 49, Dominican-Republic, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, 50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, 40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female, 40, United-States, <=50K
43, Private, Masters, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, Iran, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male, 40, Vietnam, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 55, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, 40, Hong, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female, 24, United-States, <=50K
31, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 50, United-States, <=50K
26, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, Columbia, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 45, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, 40, United-States, <=50K
41, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female, 40, United-States, <=50K
48, State-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female, 56, United-States, >50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, 40, United-States, >50K
70, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 70, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, 43, United-States, <=50K
38, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male, 75, Mexico, <=50K
37, Self-emp-not-inc, Some-college, Separated, Other-service, Own-child, White, Female, 40, Cuba, <=50K
49, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female, 40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 40, United-States, >50K
43, Private, 1st-4th, Never-married, Sales, Own-child, White, Male, 40, United-States, <=50K
38, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male, 50, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male, 36, United-States, <=50K
23, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male, 25, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
62, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, 24, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male, 40, United-States, <=50K
31, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female, 45, United-States, <=50K
64, Private, Some-college, Widowed, Tech-support, Unmarried, White, Female, 40, United-States, <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 28, El-Salvador, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, <=50K
61, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
78, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15, United-States, <=50K
27, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female, 40, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male, 42, United-States, <=50K
55, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male, 58, United-States, <=50K
22, ?, HS-grad, Never-married, ?, Other-relative, White, Female, 40, United-States, <=50K
61, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, 5, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, 40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, 40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 70, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 55, United-States, >50K
18, Private, Some-college, Divorced, Other-service, Own-child, White, Male, 15, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, 40, United-States, <=50K
40, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, 45, United-States, <=50K
56, Self-emp-not-inc, 10th, Divorced, Sales, Own-child, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male, 20, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 25, United-States, <=50K
40, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female, 40, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male, 50, United-States, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 45, United-States, >50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, 30, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, 45, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male, 50, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, 40, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, 40, United-States, >50K
24, Private, 11th, Never-married, Craft-repair, Own-child, White, Male, 35, United-States, <=50K
72, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
42, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, 20, United-States, >50K
42, Private, Bachelors, Divorced, Sales, Unmarried, White, Male, 45, ?, <=50K
51, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male, 50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
40, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, 55, United-States, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, 40, Mexico, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, 40, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, 50, United-States, >50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, 40, United-States, >50K
30, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 40, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female, 25, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, 35, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Other-relative, Black, Female, 20, United-States, <=50K
62, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 30, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, 48, United-States, <=50K
49, Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, 32, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, 40, ?, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, 40, United-States, >50K
58, Private, HS-grad, Divorced, Sales, Other-relative, White, Female, 40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, 45, United-States, >50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, 40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
