age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,out,class,cluster
42,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,0.044111833,0,-1
39,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,0.89765286,1,-1
20,?,Some-college,Never-married,?,Own-child,White,Female,35,United-States,0.00021956196,0,97
20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0.00016832068,0,-1
39,Private,HS-grad,Widowed,Handlers-cleaners,Unmarried,White,Male,40,?,0.031998653,0,-1
68,?,11th,Married-civ-spouse,?,Husband,White,Male,30,United-States,0.033912636,0,-1
35,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,48,United-States,0.002071012,0,-1
54,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.395166,0,-1
24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0.010440912,0,111
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,8,United-States,0.013118931,0,46
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,15,United-States,0.00013797528,0,-1
64,?,Preschool,Married-civ-spouse,?,Husband,White,Male,40,United-States,0.00019728074,0,-1
28,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,0.06474776,0,46
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,0.19411206,0,24
44,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,?,0.36667463,0,-1
38,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male,55,United-States,0.1713245,1,-1
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,60,United-States,0.01221812,0,27
56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.35720372,0,6
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0.47567356,0,34
24,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,75,United-States,0.016882118,0,-1
22,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.011541992,0,-1
21,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,30,United-States,0.0012666301,0,-1
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.81637985,1,0
41,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,55,United-States,0.12998146,0,-1
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,20,United-States,0.00016026408,0,42
67,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,44,United-States,0.1342051,0,-1
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,30,United-States,0.0006387094,0,26
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,United-States,0.10303912,0,-1
46,Private,HS-grad,Separated,Machine-op-inspct,Own-child,Black,Female,40,United-States,0.0006036864,0,-1
52,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,36,United-States,0.046488713,0,92
44,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Male,40,United-States,0.34900796,0,-1
65,?,11th,Married-civ-spouse,?,Husband,White,Male,40,Mexico,0.02053994,0,-1
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.43021864,1,119
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0.054860573,0,-1
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,35,United-States,0.1630302,0,-1
30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,0.009813083,0,27
64,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.43364123,0,-1
48,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,37,United-States,0.022168862,1,-1
35,Private,7th-8th,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0.0040017776,0,-1
28,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,0.12938975,0,-1
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,China,0.718578,1,-1
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0.91999257,1,80
33,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.0431526,0,62
40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.4407015,1,47
25,Private,7th-8th,Never-married,Sales,Other-relative,White,Male,45,Guatemala,0.0028612018,0,-1
45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,0.8019424,1,63
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.15572464,1,-1
53,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0.016599046,0,-1
63,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Vietnam,0.12003994,0,-1
27,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,0.6192291,0,-1
31,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.045983817,0,-1
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0.40211377,0,9
39,State-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,40,Mexico,0.22676758,1,-1
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0.22272685,1,-1
19,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,30,United-States,5.904987E-05,0,-1
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.55847603,0,34
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.42749736,0,4
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,0.31591675,0,-1
27,Private,Doctorate,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0.16294707,0,-1
22,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0.007862842,0,-1
29,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,0.22455601,1,-1
52,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,40,United-States,0.09164987,0,-1
32,Private,Assoc-voc,Divorced,Craft-repair,Own-child,White,Male,46,United-States,0.19155084,0,-1
23,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.017168935,0,13
27,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,0.0018507561,0,81
53,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0.0020932737,0,-1
18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,2.7041358E-05,0,48
41,Private,Bachelors,Separated,Sales,Unmarried,White,Female,30,United-States,0.06907909,0,-1
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Dominican-Republic,0.012912023,0,-1
30,Private,Some-college,Divorced,Sales,Own-child,White,Male,40,United-States,0.026688842,0,-1
41,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0.041257955,0,-1
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,0.0036676985,0,113
58,State-gov,HS-grad,Married-spouse-absent,Other-service,Unmarried,Black,Female,40,Honduras,0.00034529695,0,-1
45,State-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Female,40,United-States,0.17666212,0,-1
40,Private,10th,Divorced,Transport-moving,Own-child,White,Male,40,United-States,0.03481228,0,-1
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0066275555,0,113
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Female,40,United-States,0.030522263,0,-1
50,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,0.38374656,0,-1
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.12751643,0,4
23,Private,HS-grad,Separated,Handlers-cleaners,Other-relative,White,Female,40,United-States,0.0007335686,0,-1
27,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,40,United-States,0.003844008,0,-1
36,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,0.02364596,0,-1
22,Federal-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,0.0033702815,0,-1
37,Federal-gov,Some-college,Never-married,Other-service,Own-child,White,Male,40,Japan,0.0029266481,0,-1
54,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.4871526,0,-1
36,Private,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,50,United-States,0.049364783,0,-1
44,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,0.5725505,0,-1
38,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,0.23598742,1,-1
49,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,0.18260227,0,-1
18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States,7.3993564E-05,0,28
26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,48,United-States,0.18560259,0,53
48,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,?,0.59659517,1,-1
32,Private,11th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,0.047946513,0,-1
35,State-gov,HS-grad,Never-married,Tech-support,Own-child,White,Male,40,United-States,0.0031651242,0,-1
40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,0.022807758,0,27
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.18206689,0,24
42,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,72,India,0.8555812,1,-1
30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.23863469,0,14
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States,0.00034660104,0,26
36,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.5337103,1,-1
31,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,0.014895234,0,92
50,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.82053226,0,-1
38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,40,United-States,0.070310876,0,-1
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.5071658,1,70
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.71926636,1,41
29,Private,10th,Separated,Sales,Unmarried,White,Female,40,United-States,0.001384699,0,-1
41,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,46,United-States,0.16842793,1,-1
33,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0.43955046,1,-1
49,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,60,United-States,0.05624298,0,-1
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.29791772,1,82
49,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,0.7340475,1,-1
27,Private,HS-grad,Separated,Machine-op-inspct,Own-child,White,Female,40,United-States,0.00073849043,0,-1
47,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,United-States,0.5500797,0,-1
42,State-gov,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,40,Italy,0.7876413,1,-1
30,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,0.07715747,0,-1
37,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.27472076,0,139
37,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,0.8613067,0,-1
51,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,Black,Female,38,United-States,0.013911874,0,-1
27,Federal-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.10881317,0,-1
53,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,0.063382395,0,-1
45,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.057462152,0,16
37,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0.5834351,0,-1
40,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,?,0.057798546,0,-1
54,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,0.55104446,1,-1
47,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,0.61322606,1,-1
35,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,Yugoslavia,0.20067184,1,-1
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.23630276,0,6
28,Local-gov,Some-college,Never-married,Adm-clerical,Other-relative,Black,Male,40,Haiti,0.0020901135,0,-1
39,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,0.81285876,1,-1
25,?,HS-grad,Never-married,?,Own-child,White,Male,40,United-States,0.0002353922,0,-1
33,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.64776516,0,8
34,Private,11th,Never-married,Other-service,Not-in-family,White,Female,40,Ireland,0.010178782,0,-1
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.4361762,1,51
21,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,35,United-States,0.003732745,0,-1
31,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0.87288934,1,-1
63,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0.56176317,0,-1
21,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Male,30,United-States,0.003177286,0,-1
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.44625425,1,33
50,Private,1st-4th,Separated,Prof-specialty,Unmarried,Black,Female,40,United-States,0.0009691313,0,-1
66,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,20,United-States,0.29877415,0,-1
19,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,30,United-States,0.00045359368,0,40
31,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,0.053813968,0,-1
23,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0.6991809,0,-1
45,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.84628594,1,-1
35,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.41077664,0,138
32,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.039308142,0,-1
20,Private,7th-8th,Never-married,Machine-op-inspct,Other-relative,White,Female,60,Mexico,0.00016391248,0,-1
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,40,United-States,0.29204503,1,-1
49,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,8,Philippines,0.038316175,0,-1
64,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0.031083241,0,-1
60,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States,0.020971319,0,-1
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0.09124285,0,46
21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,0.0048565785,0,16
26,Private,HS-grad,Never-married,Priv-house-serv,Other-relative,White,Female,15,Mexico,1.9058276E-06,0,-1
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,20,United-States,0.0040018097,0,39
67,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,0.86156255,1,-1
24,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,30,United-States,0.008098712,0,-1
46,Private,1st-4th,Separated,Machine-op-inspct,Own-child,White,Female,40,Guatemala,8.412437E-06,0,-1
38,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan,0.45870474,0,-1
20,Private,7th-8th,Never-married,Machine-op-inspct,Other-relative,White,Male,40,United-States,0.00029242257,0,-1
28,?,Some-college,Never-married,?,Other-relative,White,Female,40,United-States,0.0020843004,0,-1
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,48,United-States,0.11570068,0,69
58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.35382894,0,6
31,State-gov,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,United-States,0.005200734,0,-1
37,State-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,Black,Male,38,United-States,0.11742153,0,-1
53,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,?,0.8508287,1,-1
45,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,Black,Female,35,United-States,0.0019208703,0,-1
33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,0.018137878,0,27
33,State-gov,Masters,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,0.20151213,0,-1
